prol_id,choice,fr_why_first_over_second,fr_why_second_over_third,coder,Nonsensical? (1 = yes; 0 = no),Propensity for intentional fraud/system abuse/gaming (including both “this method is better because it does that less” and “this method is worse because it does that more”) by either the applicants or the people allocating the funds,"Ability to help the neediest targets, and/or underserved groups","Extent to which the method requires personal resources, speed of finding out about the program, etc.",Amount of bias/discrimination/level playing field,Extent to which the method(s) allow for or reward applicant effort,Randomness is bad (general) and/or randomness is bad because the funding agency didn’t make enough of an effort to think of a better system,Considers relevant/appropriate factors,Women - mentioned,Racial/ethnic minorities - mentioned,Other reasons,Comments on other reasons
5f72bc2e12db6e205a9b7bfe,fl,I think a first-come first served approach is as fair as the lottery approach - not more fair.  Both approaches have a fair amount of randomness associated with them in that the first-come approach depends on how the message is communicated out that the support is available and how it can be accessed.  Nothing has been said about what the limits are on what it means to be a small business in order to qualify for the funding so I can't rate these approaches on that factor.,"Any government-designed system of points brings with it pre-conceived notions of ""value"" - what should be assessed for points and how many points should be assigned based on the assessment. The initial decision on what to assess screams out bias, the assessment process screams out bias, and the final point scoring screams out bias.  I suspect the point system would be the most flawed and most political of all the schemes.",X,0,1,0,0,0,0,0,0,0,0,0,
5dea7bbcf4c5e11a098a326d,pf,Because plenty of businesses that were big corporations have received the majority of the relief money.,The lottery does not take in whether the business is eligible or not.,X,0,0,0,1,0,0,0,1,0,0,1,The lottery does not take in whether the business is eligible or not.
5fd0ed3ee993330172b0b97a,pl,Decisions based on conditions help to weed out businesses that do not need as much support to survive. Lottery is a chance system and those busnessies that really need the help will probably be missed.,"First come, first served opens the door to favoritism, possible violence in line (if a line is a method of first come first serve). Lottery at least puts everyone on a more equal footing than first come first serve.",X,0,1,1,0,1,0,0,0,0,0,0,
570b7f8fb9b52b00102d9723,lf,"Because it will mean that all eligible businesses will have the same chance as being one of the 500 that will receive the grant.  The other two methods are not fair.  One is based on who gets their paperwork in first.  The other is a point system based on different variables, these variables favor some businesses over others depending on the points and variables.",Because it relies heavily upon different variables for eligibility.  It is completely unfair that some businesses have an advantage over others based on the variables and the points weighed.,X,0,0,0,0,1,0,0,0,0,0,0,
5d9373b0e04970001ab482da,pf,Because it really considers who is more at risk of losing their business and who needs more help.,"It's completely random, so it might end up benefiting people who are actually less in need than others.",X,0,0,1,0,0,0,1,1,0,0,0,
5fae366541b4ac2840588d43,pf,It is able to quantify the decision basis and businesses can tailor their applications that way.First- Come First served just helps those that have a head start.,"First Come, First serve leaves an element of choice that the businesses can control such as their timing for applying for grants",X,0,0,0,1,0,0,0,1,0,0,0,
5ca17355f1e809001169e3c8,lp,I feel everyone gets a fair chance without any considerations.,Not everyone knows the procedure on how to apply for these loans.,X,0,0,0,1,1,0,0,0,0,0,0,
5f8d33b7ec24b1000bf6709f,fl,This makes it look more about punctuality,this leaves it to chance and luck,X,0,0,0,0,0,1,0,0,0,0,1,fcfs is more punctuality and L is by chance and luck
5ed941259638594b3b390bb7,lf,"I think the lottery is the most fair way since it is completely random. There is no judgment on any racial or gender views, so by completely randomizing the entire thing, is the only way to make it fair.","I believe the first-come, first-served is the most ideal before the points system just because I believe the points system isn't fair. Giving 500 points to only people of color owned businesses doesn't make sense to me because if everyone is struggling during this pandemic, why even try to favor one group over the other.",X,0,0,0,0,0,0,0,0,1,1,0,
5ce718b96c7e0c0001ebee0b,fp,"In fact, both first come, first served and the point system are fairer, as both study the most effective way for people to be served.",The point system is more effective than the lottery as it gives the opportunity to the minority and the most affected.,X,0,0,0,0,0,0,0,0,0,1,0,
5eb52896e034073a7b8aa981,fl,"The businesses most in need will be most likely to apply for aid first, hence it is the most fair method of determining who gets help.","The points system would be discriminatory against certain businesses. With a lottery, there would be fairness in its randomness.",X,0,0,1,0,1,1,0,0,0,0,0,
5dda993086c886a06ce9108d,lf,Everyone has an equal chance of being funded,It's seems biased to those companies who have a stronger presence and should not be in quite as much need,X,0,0,0,1,1,0,0,0,0,0,0,
5ed559e5afbd830e2117ed55,lf,"A lottery is completely random, and does not favor anyone based on their age, gender, race, physical condition, location, etc.  
Using a ""first-come, first-served"" system favors people/businesses who are younger, stronger, live closer, have more spare time, etc.","A points system is the least fair because it is the most biased, favoring people/businesses who fulfill certain criteria.  It can also be more weighted towards some factors than others, which makes it even more unfair.",X,0,0,0,0,1,0,0,0,1,1,0,
5d75af57bcfd5b001b192708,pl,If a business has been around a long time  it should get a loan,lottery gives every business a chance,X,0,0,0,0,1,0,0,0,0,0,1,the business has been long time around deserve a loan
5f9b44bb3e13ec35fc8894d0,pl,Because everyone can earn points based on certain criteria,"Because maybe some business that don't need help will apply, and jsut because they were in the first 500 applicant's, doesn't mean they need the help the most",X,0,0,1,0,0,0,0,0,0,0,0,
5e14ffee6f6c63b33cf77eb3,pl,Those that need it most will receive the help,"Just because someone asks first, doesn't mean they deserve it more than others.",X,0,0,1,0,0,0,0,0,0,0,0,
595fdaa1d82b180001c6e460,fp,Businesses that are motivated to get load applications in first should be given finds. Those business  persons that sit around and complain about the situation are often too lazy  or too afraid to even fill out an application,A points system is good measure of need because you do not give not simply donate funds to some business that eventually fail anyway. The business that are deserving get a a fair chance at funds.,X,0,0,1,0,0,1,0,0,0,0,0,
5e52148e9a302e245eb71caf,pf,Sometimes but they should help the business that are not doing so good,Because a business probably don't need help,X,0,0,1,0,0,0,0,0,0,0,0,
5d62b2186f363200168bbb85,fl,There could be major flaws in the way government assigns points in a point system.,"Everyone would have an equal chance at a grant, regardless if you had been in business 20 years of 5 years.",X,0,0,0,0,1,0,0,0,0,0,0,
5f97354dccf5e90cefd27efb,pl,Im mostly agree with looking at which businesses were more affected. Like a catering business most likely had way more monetary losses than say a candy shop where people still can go and pick up candy.,I believe first come first serve is the least fair because all it takes is a bigger tech savvy company to be quick to anticipate the enrollment and get that in fast. As opposed to say an older person who only has a few employees and may not use as much tech. At which point give everyone a chance to get their application in and go by lottery would be better.,X,0,0,1,1,0,0,0,0,0,0,0,
5bf55a643a426e00019e3990,pf,I FEEL THAT IT IMPORTANT TO HELP BASED ON A FAIR POINT SYSTEM. THE IMPACT OF THE VIRUS NEEDS TO HELP THOSE WHO NEED THE MOST HELP AND THE POINT SYSTEM SEEMED THE FAIREST AND THE ONE THAT WOULD HAVE THE BIGGEST IMPACT ON FASTER ECONOMIC RECOVERY.,I FEEL THAT APPLYING IS A KEY TO GETTING HELP. THOSE WHO MAKE THE EFFORT AND FILE EARLY SHOULD GET A BENEFIT. I WOULD LIKE THOSE THAT FOLLOW WHAT IS GOING ON AND ACTING RATHER THAN JUST THE LUCK OF THE DRAW.,X,0,0,1,0,0,1,0,0,0,0,0,
5f29dfe7512c2817f7957e1a,fp,It takes out any other third party judgement like in a points system or lottery. Those who actively seek out help first should be able to get that help first.,"In a points system, at least those that are hurting the most are highest priority. A lottery leaves everything up to chance and doesn't take any other factors into consideration.",X,0,0,1,0,0,0,1,1,0,0,0,
5dcf2a86b48da307d80875e7,lp,"I don't like any of the choices as written actually. If the criteria for the points system that were listed were the only ones being used, I don't think they are the correct ones to use. I would use criteria such as number of employees, community involvement, etc.","As we saw in the US with the original Federal money that was disbursed using first come, first served, the larger entities with larger legal and accounting departments were able to wade through the process faster and easier and apply earlier than the smaller sole proprietor businesses.",X,0,0,0,1,0,0,0,1,0,0,0,
5e175705cfe8dc000b559793,pl,It seems to me that it would help the people that need it the most.,Due to not everyone may be able to apply right away and that is not fair to them,X,0,0,1,1,0,0,0,0,0,0,0,
5c4177c564c45700016a0f3e,lp,I think the lottery system is going to be a more fair and equitable system to select the 500 small businesses to receive the money the money given from the government. The lottery system will be given by chance and can limit any bias or discrimination in the funding process,The first come first serve system is not a fair or equitable system for getting funding for small businesses. There can be a problem of accessibility and providing information to minority business owners.,X,0,0,0,0,1,0,0,0,0,1,0,
5fbecc1233812d000a94a7c3,lf,"Even though information might travel faster these days, there might be one or tow barriers stopping people from getting it on time. Let the lottery decide when all have registered and that could only be fair,",If there is no lottery then serve whoever is first in the queue. Using point based in relation to racial minorities is wrong. All lives matter and prioritizing racial minorities is just wrong,X,0,0,0,1,0,0,0,0,0,1,0,
5c6c666a4d4f48000122caf8,lf,"Nothing is taken into consideration, it is completely random","If you take the initiative to apply, you should be rewarded as opposed to someone who does not think it is important",X,0,0,0,0,0,1,0,0,0,0,0,
546e3778fdf99b2bc7ebcff6,fp,I don't think it would be fair to use the other methods.,I don't think it is right to use the minority system because I know a lot of white people who need help and also people who have been in business longer don't deserve it any more than the others.,X,0,0,1,0,0,0,0,0,0,1,0,
5fcab44038ffaa78260a5bca,pl,"A point system is more fair in my opinion, because you are looking at every aspect of the business. You can see how long its been in operations, the sales, who owns it and their is no favoritism on who is selected.","I believe it is least fair, because some individuals do not have access to internet or information on when the help opens up. I would feel that the younger, more technology savvy, generation will be aware of this and will know how to get their first, and they are not looking at any aspect of the business to see if it worth it to have more help.",X,0,0,0,1,0,0,0,0,0,0,0,
5dcf06a280123f05cfe7c71,pf,Demonstrates what the government is aiding.,"Again, does little to rationally determine who needs what to aid what, when ,where, why and how.",X,0,0,1,0,0,0,1,1,0,0,0,
59e833e72f63d30001c8fb86,pl,"Ideally we would have a competent federal government that could help all businesses in need, but historically disenfranchised groups deserve to be on equal footing, and have the same opportunities.","First-come arbitrarily rewards those who have the day off to go apply, or who might have the connections to get easier access to the people who make the decisions.",X,0,1,1,1,1,0,0,0,0,1,0,
5e3079c558a8c8073fdb1ff9,pf,because they can all be glad handed,because it can be manipulated,X,0,1,0,0,0,0,0,0,0,0,0,
5f90d574b4e0351f24796c77,pl,"First, come first serve seems to be a bit unfair. The lottery seems ok but directing your attention to businesses that actually needs it seems to be the right choice.",First come first serve is unfair. There may be a small business that really could use the grant and can't find a means to receive the grant.,X,0,0,1,1,0,0,0,0,0,0,0,
5fce865ab8cfaf0dc4f788fb,fp,Everyone should have equal opportunity to get it. They should have to apply and get money.,I think it would be unfair for a random brand new business to get funding over an existing business that is struggling.,X,0,0,0,0,1,0,0,0,0,0,0,
5dd2c24718beb62c404d5099,pl,If the points system is fair then those most damaged and if equity is thrown in ( a questionable concept with too many variables) then the most in need will get priority.,This gives precedent to those with the most resources and familiarity with the economic ecosystem of the area. Those businesses that need outreach will be left behind.,X,0,0,1,1,0,0,0,0,0,0,0,
5dd2eb4998981d2f9d3d6e7b,lf,The first come first served seems most likely to be corrupted by who you know and inside information.,I picture the points system as a bureaucracy nightmare and prone to who you know corruption.,X,0,1,0,0,0,0,0,0,0,0,0,
5bdcd88176d6d50001bc3849,fp,"It indicates that the business is on top of things, is organized, capable and more likely to be able to adjust to conditions as needed quickly.",Random chance makes no differentiation of the businesses capabilities nor benefit to the community thru the pandemic.  I would much rather see a vital community resource such as a local independent small grocery store receive benefits than a dog walking service.,X,0,0,0,1,0,0,1,0,0,0,0,
56f2a06ced0cf6000b9109fd,pl,It is the best targeted option.,It is more random and not as fair for those that need it.,X,0,0,1,0,0,0,0,0,0,0,0,
5dfda52097234ba7a779bea7,lp,"If all the businesses are allowed to apply based on need, then all are equal and a lottery makes the most sense.",A very small business trying to survive may not have the ability to get the application in quickly. It's more random.,X,0,0,0,1,1,0,0,0,0,0,0,
5C75f71175d4b900103F,fl,It shows that the business has an interest in being helped as opposed to just expecting a handout.,I dont think it is unfair I think getting extra points because you happen to be a woman for example is not fair.,X,0,0,0,0,0,1,0,0,1,0,0,
5dd827c1393bd37c1adb1d47,lf,I think anything that is random will be fairer than having any sort of human bias involved..,"I think a point system unfairly favors businesses that have been around longer and thus has more consistent patronage, so those that get their applications in quickly is a slightly fairer system.",X,0,0,0,0,1,0,0,0,0,0,1,I think a point system unfairly favors businesses that have been around longer and thus has more consistent patronage
5fe08ca304a1df9ba476db62,fl,Lottery and points systems don't allow appropriate distribution. The first come first served methof at least makes the decision readonable,It values businesses on meaningless criteria,X,0,0,0,0,0,0,0,0,0,0,1,The first come first served methof at least makes the decision readonable
5fd72615251e256b98b4c93f,fp,Cause who come first he is more than active than others.,Yes lottery is depend on fortune but work is not be dependent of Fortune.,X,0,0,0,0,0,1,0,0,0,0,0,
5c1a7f152a85450001a876e0,pf,It has more criteria so that more business that were harder hit could qualify faster and easier.,People could use tactics to surpass people in a lottery,X,0,1,1,0,0,0,0,0,0,0,0,
5d0943bf52fb1200194137f5,pl,Because it is merit-based,Because it relies on factors that are sometimes outside of the business's control,X,0,0,0,0,0,0,0,1,0,0,1,Because L relies on factors that are sometimes outside of the business's control
5c3c7913b4f22c0001a0809c,lp,equal chance for everyone-no discrimination in this method,"it is determined by what is most important. 

First  served is not always very fair",X,0,0,1,0,1,0,0,0,0,0,0,
5e5c5cd271e46043eab5fc56,fp,I think first come first served is fair because it is free from bias.  Whoever gets their completed paperwork in first gets the aid.  Lotteries and point systems can be biased or rigged.,I think it's easy to rig a lottery.,X,0,1,0,0,1,0,0,0,0,0,0,
5cb906775eb6db0013961bee,pl,"I think that a points system is most fair because it allows companies to compete for the money, which is part of how capitalism works (competition is key to capitalism). It allows money to be distributed based on need and other factors that should be considered so that the money gets to where it will do the most effective work.","First come first serve does not mean get the money to the business that need it most or to the companies that would make the best use of the money. Timing for submitting the application should not be a great influencing factor in which business get it. A lottery, which is more random, would make more sense.",X,0,0,1,1,0,0,0,0,0,0,0,
5c297a144479410001515282,pf,"I think a points system is more fair because someone could have just opened up a business before the pandemic started and applied for funds. If a new business that could have possibly failed after opening receives these funds over someone more established, it seems a bit unfair.",I think a lottery is least fair because businesses that may not need this assistance could get the funds or a newer business could receive the funds over more established businesses.,X,0,0,1,0,0,0,1,0,0,0,0,
5ea83c900b2b5d24b9942af2,lp,"Doesn't give preference to those who happened to apply first, or those who have been around longer or are minority owned but not necessarily needier.",I believe it had to do more with external dissemination of information,X,0,0,1,0,1,0,0,0,0,1,0,
5eaa5d8b040c211e56dc98c0,fp,I always felt like that was a bit fair for people seriously trying to run a business. People would apply for it fast.,A point system might be fair than waiting for a chance to win a lottery. Also think that lotteries are a waste of time but it is no harm in trying it.,X,0,0,0,0,0,0,1,0,0,0,1,felt like that was a bit fair for people seriously trying to run a business. People would apply for it fast.
55f5946a32af74001017047b,pl,A points system allows a community to decide what is important. A lottery is merely random. First come first served favors the rich and connected.,"First come first served rewards the traditionally connected. It is ripe with cheating, with politicians putting their cronies ahead of others. It is part of the system that created the greatest disparity in income ever. It is the worst.",X,0,1,0,0,0,0,0,0,0,0,0,
5bc5356e65cfb8000154bd82,fl,This allows everyone an equal opportunity with an immediate result.,A point system is least fair because a race card should not be played in order to get financial compensation.,X,0,0,0,0,1,0,0,0,0,1,0,
5fd0e17af5362a0452653bca,fp,This way we can understand the importance of the business,This way is better than lottery to review,X,1,,,,,,,,,,,
5ddafb0f2e4a05a5ff7759c9,fp,according to their need who are moe desperate for help.,"yes, lottery means luck / gamble which might not selected the one who really need most help.",X,0,0,1,0,0,0,0,0,0,0,0,
5cb929bfebd17d0017e7f848,lf,Every business that applies get an equal chance of getting help with this scenario. There is no favoritism involved.,Because it favors minority run businesses over businesses that might have more of a need and meet the other criteria.,X,0,0,0,0,1,0,0,0,0,1,0,
5fc2c0cfdb80f9025c6b4810,fp,I think this is the most fair because people would have to be attentive and want to work to get help for themselves.,I think it is more fair than the lottery because women owned businesses are already at a disadvantage.,X,0,0,0,0,0,1,0,0,1,0,0,
5f56e1d1b72358165158550d,pf,Those that NEED it and are affected more should get more.  Giving to those that aren't affected is just a gift.,"This was a toss up, but if you put in more effort to get it done faster it might how you are more deserving, and maybe more needing. The problem is it might favor bigger cos. that have infrastructure to get paperwork done sooner.",X,0,0,1,1,0,1,0,0,0,0,0,
5fe0cf30e766bba786233c0e,fl,It is more reliable and easy way for everyone.,It is Quite less reliable system for both.,X,1,,,,,,,,,,,
5cbf5b488be75a0016b49758,fp,it gives everyone a fair chance,some companies dont show points but do well anyway,X,0,0,0,0,1,0,0,0,0,0,0,
5f9be666cc0b6e2b72944636,pl,"A points system gets the money to business that NEED it the most - not business that happened to apply first (which could be less based on need and more based on resources, such as lawyers or HR) or a lottery (which is random).",A lottery gives equal chances to everyone - I just think a first-come first-served model might give an unfair advantage to those that already have resources (or at least enough resources to know to apply quickly).,X,0,0,1,1,1,0,0,0,0,0,0,
5e8e7167572c651246e08a7b,fp,I think the businesses that need help the most will do their best to apply to the government for help and secure their spot to receive support.,Lottery has too much of a random factor and could select a business that needs help much less than other struggling businesses.,X,0,0,1,0,0,0,1,0,0,0,0,
5c8eb16ed169ac0001c27629,fl,Less likely to be biased.,I wouldn't trust the government to assign the points.,X,0,1,0,0,1,0,0,0,0,0,0,
5fd5d325251e254327abd9e3,pf,Of course the points system is more important than the lottery because it shows who's position and how much stage and if they need to prove it can be done and the decision can be made accordingly.,Actually I don't look down on any of them but I think the other system seen from the lottery system is important because in the lottery system you will benefit some will not benefit but in another system you will realize it and see who understands what the situation is according to the situation. It is more possible to decide accordingly,X,0,0,0,0,0,0,0,1,0,0,1,P and F make decisions more accordingly
5e128be453b56e910ed08c39,lp,I think lottery is the most fair way to distribute the help since many larger businesses will find a way to game the system.  I think this makes it equally fair for all.,Point based is more fair than first come first served since there is some criteria reviewed on who needs it more.,X,0,1,1,0,1,0,0,0,0,0,0,
5f999825a34e730101a8fdf7,pf,because a first-come first-served in is unfair as it doesn't allow for review of each company applying,because a lottery is luck and chance and that isn't always fair to those who might need aid the most,X,0,0,1,0,0,0,1,0,0,0,,
5be5c05fd153f500019a2ef2,pf,"It forces the government to take a closer look at the people and circumstances involved, with an eye toward preserving certain types of businesses which might not have had the same advantages as others in the past.","It disregards the individual circumstances of each business, and treats all of them as if their situations were exactly the same.",X,0,0,0,0,0,0,0,1,0,0,1,Pforces the government to take a closer look at the people and circumstances involved while the L disregard of the real circumstance for each business
5e8b32ec2c33ae7f20a0b401,lp,The powerful always know how to get the government's money. Open lottery is the better way to be fair to all.,"The powerful always will make sure they apply first, or make them looks like the first come.",X,0,1,0,0,1,0,0,0,0,0,0,
5f402eb4fbd8df145068b805,pl,"I think there should be qualifiers. AS shown with the first stimulus, big business drained it of funds. I think that should disqualify them right off the bat. If there is a point system, at least the small businesses stand a chance.","Once they are qualified thru eliminators, then draw names. First come is not always the ones that need it the most but may just have CPAs and lawyers on call.",X,0,0,1,1,0,0,0,0,0,0,0,
5fa19ab9ab63a72cffb4b521,lf,"There is no room for discrimination in a lottery. It's a random draw of business names. As long as each business can only submit once to the lottery, it levels the playing field.",Because the point system can be manipulated and corrupted.,X,0,1,0,0,1,0,0,0,0,0,0,
5f2083ac02b8d238f29c9146,lf,This way people will not feel cheated. This will make sure that the process is fair and not rigid by someone.,I dislike first come first serve because not everyone will know about the program. If it is first come first serve that mean the first few will most likely know each other.,X,0,0,0,1,1,0,0,0,0,0,0,
5b189bdd44127b00013f9c7a,lp,"I think it's more fair that first-com, first-served, because people often run into issues that can delay and prevent them from being first in line. People should not be punished if they don't have the luxury to be first in line.",The points system is a way to calculate genuine need and support those who are struggling more than others.,X,0,0,1,1,0,0,0,0,0,0,0,
5fcaf3c4c45d0c805ca9781b,lf,As a small business I would rather have a random chance at assistance than a method that is open to a decision made by a government employee.,Open to interpretation by a government employee who has no idea how to run a small business.,X,0,0,0,0,0,0,0,0,0,0,0,
5fe9a982173bfb40ff87c99e,pf,Government should select business to help because not all business need support some is already stable,Fir me i think first come first serve is better because it shows thise that are serious and those that really need the support,X,0,0,1,0,0,0,0,0,0,0,1,gov needs to help the business that are stable
5dd0cd1c96afdf18a63b889a,lp,A points system introduces bias. A lottery system has no bias.,"There are many good reasons that a business might not be the fastest to apply for funds (health, family/childcare responsibilities, work, etc.) -- such businesses should not be penalized for that.",X,0,0,0,1,1,0,0,0,0,0,0,
5d94794a521f890016f93604,fl,I think it more fair because people that showed a proactive approach in getting help.,I think this system is less fair because it could help a business that doesn't need it as much.,X,0,0,1,0,0,1,0,0,0,0,0,
5fb3cbedb3cc10000a19c09d,lp,There are a lot of small businesses that may not know how to apply for the help or it may take them longer to get the paperwork accomplished.  I don't think they should be punished because they weren't in the first 500.  Also I think that will have a lot of companies trying to apply quickly rather than waiting to see if they really need the money.,I think the point system would actually be the most fair but I didn't like that it gave preference to women owned businesses so I chose the lottery instead.  Again I think first come first serve won't serve those who need it most.,X,0,0,1,1,0,0,0,0,1,0,0,
5f179bd584e8e802ef9c187d,pf,I just think it makes more sense...business suffer differently and many small business do not have the staff to apply for the money as quickly as bigger ones,Lottery tends to make people bitter when they already feel down on their luck,X,0,0,0,1,0,0,1,0,0,0,1,lottery make people feel worse when they are down
5f77b243c99f31316e4cae58,pl,"If its done first come first served, the likelihood that the neediest companies may not get in front is higher. The more powerful, prosperous ones may actually get in front of the neediest.  Lottery can be quite subjective, the neediest may end up losing completely",Those who need it most may be desperate enough to try and apply first,X,0,1,1,0,0,0,0,0,0,0,0,
5e77d216e2ce7c0849880e65,pf,"This method is more personal and can determine the circumstances of each business individually. I'm not sure I agree with more points being given to women owned business, but if they have more ""damage"" or more loss then another company, then I can see helping them first.","I don't. I don't think either of these methods are fair, but smart business owners will predict trouble and make moves quickly to seek out help.",X,0,0,1,0,0,0,0,0,1,0,0,
5ecd2f6a0d901d04c4920c9f,fp,"First-come, first served is the most fair way to deal with this situation because they are people who applied first and wait for their turn.",Lottery is just a lucky game. It does not take effort or motivation to achieve the goal.,X,0,0,0,0,0,1,1,0,0,0,0,
5fbb16351f7e24bdab884c61,pf,That way more people can participate.,The early bird gets the worm. A lottery would be a great alternative though.,X,0,0,0,0,0,1,0,0,0,0,1,for P more ppl can participate
5ba345bcf07414000106135e,pf,Cause the people who need it more take action first,Cause it might not be fair to people who are suffering & need it most.,X,0,0,1,0,0,0,1,0,0,0,0,
5f872af9e3e4870ef4d67cc3,pl,"A first-come, first-serve basis is not fair as everyone would not hear of it at the same time.
A point system is fair as it looks into many factors to see which businesses can be fairly assessed for eligibility (# of employees, lost revenue, years on business, etc. )",Because some businesses I would get an advantage because they will have inside information on when this lottery would start and how to apply.,X,0,1,0,1,0,0,0,0,0,0,0,
5f969b802a498b000aab2571,lp,"Bias isn't making the decision. The money is being distributed to those who enter the lottery via random selection.  Taking the human choice out of the situation is more fair than allowing room for influence on those outcomes. I would require that all businesses entering the lottery meet certain criteria to demonstrate need, however, so that the money is guaranteed to go to those who need it the most.","I do think a points system is slightly more fair than 1st come 1st served with regard to monetary awards.  We saw earlier in the pandemic, the companies with more resources were able to more quickly access available assistance.  Many small businesses - some I know of personally - never even received a response about their loan or grant request.  Larger businesses have extended reach over small businesses.",X,0,0,1,1,1,0,0,0,0,0,1,if L require criteria to show needs than it's good
5fb5de98af57001e7b249e68,fp,Because it shows that the people who put in the effort before others really want the help. I'm sure everyone needs help but it would motivate people to apply for help and by knowing the first 500 would get help first it would be a good motivator and be a nice reward for those who were the first 500.,"I dont like the idea of just randomly selecting businesses. To me it makes more sense to have a ""checklist"" that you need to have in order to be eligible. The people who have been effected by covid 19 and show that they truly need the help seems more fair to me than just selecting a random business that might not need the help as bad as another business does.",X,0,0,1,0,0,1,1,1,0,0,0,
5e98fb12e0296713a773cc4e,pl,"Businesses do not start on an even playing field, so those already at a disadvantage in the pandemic or in society should receive more assistance",Those who know first or are able to apply most quickly should not have an advantage. They may have inside information or lawyers that are able to work quickly,X,0,0,1,1,0,0,0,0,0,0,0,
5dd824a7867751000c5624ee,pl,"At least this way there is some criteria that selects from the hardest hit businesses. First come First serve is often the people who know someone or have early access to the information that they will be able to apply for a grant. A lottery is at best random, at worst , rigged.",For the same reasons above.,X,0,0,1,1,0,0,0,0,0,0,0,
5f54db3b9fbb9685bca58052,pf,"Because a lot of businesses can't be first because they aren't aware of the help and by the time they are made aware, it's too late to even apply. Word of mouth doesn't tend to reach minority owned businesses as quickly as other businesses and so they will still suffer loss.",Because it is such a gamble. Businesses who don't even have a need might get selected.,X,0,0,1,1,0,0,1,0,0,1,0,
5fcd112729ad24bd4ade7cd9,fp,"I feel it's more fair because it's the most unbiased method. I actually like the points system idea, but I don't like the points given as examples.","Points system is more fair than the lottery because it takes into consideration who actually needs the help most, rather than give it to someone who may not even need it.",X,0,0,1,0,1,0,0,0,0,0,0,
5f4e7288cfb36504c24ea299,pf,it allocates more efficiently,because it is just chance,X,0,0,0,0,0,0,1,0,0,0,0,
5e42f74f5b772a18434cabf7,pl,It takes into account the different factors and gives women a better chance to survive as well,Because most people will be applying in a timely mannor so the lotter is the better choice more fair imo,X,0,0,0,0,0,0,0,1,1,0,0,
5f8275c36d72281a1c8a2927,pf,This makes it fair for everyone.  Not everyone would have known about the help right away.  They might have needed assistance to fill out the paperwork.,A lottery doesn't take into account the amount of need each business has.,X,0,0,1,1,0,0,0,1,0,0,0,
5c7b25a44660bf0013c73198,pl,Some businesses may have suffered significantly more hardship than others.,A lottery of equally deserving candidates would eliminate only quick filers receiving aid.,X,0,0,1,1,1,0,0,0,0,0,0,
5be781ca3b047e0001a39e47,lp,It is randomly chosen. Every business has the same chance to be picked.,I believe that it will help the businesses that are hurt more and have a bigger chance to close because of Covid-19.,X,0,0,1,0,1,0,0,0,0,0,0,
5fc7d47e2df9df05bbb0d206,pl,That was the system that reflected that minority businesses need more help because they were given less help in the first place. That is the most fair.,The people that hear about things first probably have more advantages in general. A lottery feels more fair.,X,0,0,0,1,0,0,0,0,0,1,0,
5da23c68cf775d001724d361,pl,Often times a first come first served system ends up with people not hearing about it until it's almost or is too late.,This gives everyone an option.,X,0,0,0,1,0,0,0,0,0,0,0,
5fd261e9a99c8e03e7258d03,pl,I believe that this kind of evaluation increases the likelihood that monies will go to address the problems that are intended to be addressed.,"This plan rewards people who have the means, staff, ability and networks to apply early and those aren't necessarily the criteria the monies are seeking to address.",X,0,0,0,1,0,0,0,0,0,0,0,
59ea4e1116ecc200016ff81e,pl,It will allow for cases to be made justified and introduce tansperancy.,Lottery might give every one a fair and equal chance to qualify,X,0,0,0,0,1,0,0,0,0,0,0,
5e606b1eaf84e83c728748d7,pl,Covid caused them issues which  were much beyond  their control.,first come first serve leads to large companies applying about for and receiving funds,X,0,0,0,1,0,0,0,0,0,0,0,
5d33eba92fd5a40016e58abb,pf,In some cases businesses that really need it may not be aware of the first come first serve and might apply for it later and miss it so in all fairness I think a point system would be great,I can’t exactly say I would say it’s more so of a tie,X,0,0,1,1,0,0,0,0,0,0,0,
5ea90a840928983752c88275,pl,Points based system will consider factors related to the business whereas the other two options are random and indifferent to the actual needs of the owners.,First-come is just a logistical procedure. It has nothing to do with the business or its needs.,X,0,0,1,0,0,0,1,1,0,0,0,
5e025e51a2c696de398fa46b,pl,"Its a hard choice, and fair is a word that can be interpreted in different ways. If by fair you mean it as in the ones that need it the most will get it, then yes it's the most fair. If you mean it in a blind and impartial sense then it would be the least fair. However it's not a clear cut choice, so instead I chose the option that would have the most positive effect with my interpretation of ""fair"".","Lottery is technically the most ""fair"" option as it would be the only completely blind option. First come first serve seems fair, but businesses that are better off, or with better educated owners, will have a much easier time applying for the loan, and navigating the hurdles of red tape.",X,0,0,1,1,1,0,0,0,0,0,0,
5f3c3a67d38fdc1e96c569e0,pf,"Understanding the needs of an individual business is important. In the first PPP loan, businesses with strong ties to banks had an unfair advantage. Also, larger businesses with on staff finance people had a distinct advantage as small business owners had to figure out the process from scratch.",Because it is completely random and does not remotely take into account the actual need of the business.,X,0,1,1,1,0,0,1,1,0,0,0,
5e07a0898dffa00ff1aaf60f,pf,Not sure really but it seems more fair than the other two options...,A lottery is least fair I think because it seems to be more up in the air situation...no one can be certain that they would get help..,X,0,0,0,0,0,0,1,0,0,0,0,
