FID,UOGID,NAME,TYPE,STUSAB,STATE,CDBG_AMT,ESG_AMT,HOME_AMT,HOPWA_AMT,TOT_AMT,YEAR,SHAPE_Length,SHAPE_Area,FUNDING ROUND,PROGRAM TYPE,PROGRAM JURISDICTION,FUNDING SOURCE,ROUND START,ROUND END,DOC TIMING,TOTAL REQUIREMENTS,TOTAL DOCS,PHYSICAL PRESENCE,TENURE/HISTORY,STANDARD FINANCIAL,NON-STANDARD FINANCIAL,PROOF COVID-RELATED,CRIMINAL HISTORY,INTENDED USE,BUSINESS TYPE,BUSINESS SIZE,GOOD STANDING,POST-AWARD RECEIPTS,MISCELLANEOUS,DOC ELEMENTS,PREVIOUS APP INCLUSION,CONTACT,WEB ADDRESS (ORIGINAL CODING ROUND),"WEB ADDRESS (IF ORIGINAL LINK INACTIVE, WEBARCHIVE LINK)",DATE COLLECTED,GRANT AMOUNT,"DISTRIBUTION METHOD (rj note: these were coded more consistently later but coding guide not followed closely -- eg different variations of first come first serve spelling, so goal here is to fill in blank rows and for non-blank ones, to double check whether you agree with the distribution method coding based on the website and then standardize the name based on the ""Code"" sheet)",PREFERENCES: MINORITY-OWNED BUSINESSES (0 = NO; 1 = YES; M = UNKNOWN),PREFERENCES: WOMEN-OWNED BUSINESSES (0 = NO; 1 = YES; M = UNKNOWN),"PREFERENCES: BUSINESS LOCATED IN HIGH-POVERTY AREA (might be called high-poverty, LMI area, needy area, etc) (0 = NO; 1 = YES; M = UNKNOWN)",PREFERENCES: HOLISTIC CRITERIA FROM REVIEWERS (0 = NO; 1 = YES; M = UNKNOWN),PREFERENCES: ECONOMIC CRITERIA (FTE; REVENUE/PROFITABILITY) (0 = NO; 1 = YES; M = UNKNOWN),PREFERENCES: OTHER (write out),PREFERENCES: NOTES ON CODING,RESTRICTS ELIGIBILITY TO UNDERSERVED BUSINESSES ONLY (0 = NO; 1 = YES),NOTES ON ELIGIBILITY CRITERIA (OPTIONAL),CODER ,PREFERENCES: WOMEN-OWNED BUSINESSES (0 = NO; 1 = YES; M = UNKNOWN),LINK TO 3RD PARTY ASSISTANCE,CHECKLIST,DOCUMENTATION NOTES,TOTAL RECIPIENTS,AVERAGE GRANT SIZE,MINORITY OWNED RECIPIENTS,WOMEN OWNED RECIPIENTS,OUTCOME NOTES,RJ notes
396,160198,COEUR D'ALENE,51,ID,16,318476,0,0,0,318476,2018,0.909100772,0.004998728831,1,1,CITY,0,9/1/20,10/08/20,M,11,7,1,0,6,0,1,0,1,1,1,1,0,1,"Conflict of interest statement; IRS filing, state withholdings, 3rd party payroll records; 3rd party invoices/receipts; expense estimates; other documentation requested by city staff; no PPP/SBA funding; <=500 employees; good standing; no political activity",,SPadilla@cdaid.org,https://web.archive.org/web/20201203102814/https://cdaid.org/small-business-relief-fund/,,12/3/20,M,M,,,,,,,,,,,M,M,"No sign of 3rd party assistance or doc checklist, modeled after Idaho state program, CARES funded but not CDBG",,,,,No info,,
873,450648,GREENVILLE,51,SC,45,777530,0,307552,475984,1561066,2018,1.305080862,0.007477400139,1,1,CITY,0,06/06/20,12/18/20,M,M,5,1,1,3,1,0,0,1,0,0,0,1,1,physical location; <=50 employees; business license; photo id; Tax recipients; W-9; proof of payments for eligilbe expense,NA,cares@greenvillecounty.org,https://web.archive.org/web/20200823003944/https://www.greenvillecounty.org/CARES.aspx,,08/23/20,"Up to $70,000","first-come, first-serve basis",,,,,,,,,,,https://www.greenvillesc.gov/1698/COVID-19-Business-Resources,https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,Funded by CARES Act; two waves( firs tfor small business not received any fund; second waves for all small businesses); Have seperate program for minority business,686,,,,,,
639,366376,SYRACUSE,51,NY,36,4878739,401206,1452152,0,6732097,2018,0.5543451677,0.007326639502,2,1,CITY,0,11/10/20,M,0,5,3,1,1,3,0,1,0,1,0,1,0,0,0,"2019 federal tax return w/ schedules, interim P/Ls, balance sheet through 9/30/20; physical location; operational and viable pre 3/7/20; <= 50 FTEs; negatively affected by COVID",M,business@syrgov.net,http://www.syrgov.net/SEDCO_Home.aspx,,2/17/21,2500-10000,Points system,,,,,,,,,,,http://www.syrgov.net/SEDCO.Home.aspx,Checklist - Google Docs,"Administered by 3rd party, very few documentation and eligibility requirements",23,,,,Only able to find # of recipients and names of businesses,,
1190,481680,EL PASO,51,TX,48,6255263,527078,2584816,492798,9859955,2018,2.463190814,0.063794595,1,1,CITY,0,M,09/15/20,0,5,4,1,1,2,1,1,0,1,1,1,0,0,1,"independent contractors or sole proprietors without employees; physical location; loss 15% of revenue due to COVID; operate before 08/01/19; annual revenue up to $2 million, but not less than $10,000; W-9; proof of operation; tax return; P&L statements; 5-30 employees; ",NA,469-676-8251,https://www.cityofelpasosbrecoverygrantprogram.com/,,11/16/20,"Up to $5,000",Lottery,,,,,,,,,,,https://www.elpasotexas.gov/economic-development/small-business-grants/,https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,Funded by CARES Act,,,,,,,
261,122586,PORT ST LUCIE,51,FL,12,1168625,0,0,0,1168625,2018,1.938035936,0.03086510221,3,1,COUNTY,M,10/19/20,11/20/20,0,13,10,1,1,7,2,1,1,1,1,1,1,0,0,"Govt ID; W9, void check, income tax return, payroll, lease/mortgage, utitlity bill, county tax receipt/city tax receipt; business license; proof of COVID expenses; <=50 FTEs as of 2/29/20; good standing; < $5mil total revenue 2019; physical storefront; operating since at least 2/29/20; no financial crimes w/in 3yrs",M,business@syrgov.net,http://recoverstlucie.org/recovery-information-for-businesses/assistance-for-small-businesses/,,2/17/21,0-20000,First come first served,,,,,,,,,,,business@syrgov.net,Checklist - Google Docs,"Doc reqs differ by business type, administered by 3rd party, county level program, long list of doc reqs and criteria, funding unclear",,,,,No info,,
911,556980,WAUSAU,51,WI,55,583650,0,0,0,583650,2018,1.454432663,0.006075949201,1,1,CITY,1,05/28/20,,M,8,M,1,1,M,M,M,M,M,M,1,M,M,M,operate before 03/25/20; physical location; <= 10 employees; ,NA,"info@mcdevco.org.

",https://spectrumnews1.com/wi/milwaukee/news/2020/06/22/small-business-grants-available-from-wausau-cares-program,,06/22/20,"$1,500","first-come, first-serve basis",,,,,,,,,,,http://mcdevco.org/covid-19-resources/,M,"Unclear about the required documents; Another series of 20 potentially forgivable loans up to amounts of $20,000 based upon
workforce and payroll retention.",74,,,,,,
604,292652,JOPLIN,51,MO,29,537939,0,462141,0,1000080,2018,1.917805487,0.01082641332,1,1,STATE,0,7/14/20,8/31/20,0,8,5,1,0,3,1,1,0,1,1,1,1,0,1,"<= 50 FTEs; good standing; located in state; Form 943, tax ID, ACH-EFT payment info, W9, certification; proof of no illegal workers",NA,grants@ded.mo.gov,https://ded.mo.gov/content/small-business-grant-program,,2/17/21,0-50000,Points system,,,,,,,,,,,https://showmestrong.mo.gov/mo-recovery-lab/,Checklist - Google Docs,"State program, also includes family owned farms, incorporated businesses only",,,,,No info,,
612,300342,GREAT FALLS,51,MT,30,776621,0,285831,0,1062452,2018,2.250924907,0.01302918236,,,,,,,,,,,,,,,,,,,,,,,,,https://commerce.mt.gov/News/PressReleases/governor-bullock-announces-13000-small-businesses-now-supported-through-targeted-relief-programs,,,,,,,,,,,,,,,https://greatfallsmt.net/citymanager/covid-19-business-and-employee-assistance,,,,,,,,,
531,260570,BENTON HARBOR,51,MI,26,1210009,0,354874,0,1564883,2018,0.3313694555,0.003096957813,1,1,STATE,0,1/19/21,1/22/21,0,5,5,0,0,2,1,1,0,1,0,1,0,0,0,1-100 employees; industry affected by shutdown order; demonstrated capital needs; proof of COVID related losses; not a live music/entertainment venue; W9 only required post selection,NA,medceconomic@michigan.org,https://www.michiganbusiness.org/about-medc/covid19/survival/,,2/5/21,0-20000,Points system,,,,,,,,,,,https://www.michiganbusiness.org/490261/globalassets/documents/covid19/edo-contact-list-for-website.pdf,M,Program funded at state level and administered at county/local level,,,,,Not awarded yet,,
368,201776,KANSAS CITY,51,KS,20,2237090,181922,846746,0,3265758,2018,0.9750396869,0.03463343349,1,0,CITY,0,05/01/20,M,M,10,3+,1,1,M,3,0,0,0,1,0,0,0,2,"physical location; annual revenue $750,000; past 2 yrs of personal/ business tax returns; two forms of ID; ",NA,816-897-0208,https://www.kcmo.gov/Home/Components/News/News/326/625,,05/02/20,"Up to $25,000",M,,,,,,,,,,,https://www.kcmo.gov/city-hall/departments/health/coronavirus-covid-19/local-businesses-guide,M,Funded by KCMO City Council; unclear about the full required documentation ,,,,,,,
670,371188,GREENSBORO,51,NC,37,2161061,177564,1793959,419625,4552209,2018,4.777594777,0.03415183343,1,1,COUNTY,0,8/3/20,M,0,12,3,1,1,2,1,1,1,1,1,1,1,0,0,Physical location; operating since 10/1/19; operating as of 2/29/20; plan for full operation post COVID; not publicly traded; business interrupted by COVID and financial damages; < 50 FTEs; <$3mil annual receipts and sales; good standing; no criminal history; W9 and federal tax docs,NA,GuilfordCARESGrant@guilfordcountync.gov,https://www.guilfordcountync.gov/services/grants/small-business-grant-application-program?fbclid=IwAR3aIq4FuDD-_HL_P1g_AbB6yeup3Fe_XGwOB5H3PvfgVKAW8QC8pp3Hm5U,,2/17/21,0-10000,First come first served,,,,,,,,,,,M,M,"CARES funded but unclear if CDBG, relatively simple and straightforward app, only 2 financial docs required but requires COVID loss calcs in app itself",,,,,,,
837,480390,BAYTOWN CITY,51,TX,48,688086,0,0,0,688086,2018,2.94590015,0.01007707873,1,1,COUNTY,0,06/13/20,06/24/20,0,7,5,1,0,3,1,0,0,1,1,1,0,1,1,physical location; <= 30 employees; operate entire 2019 calendar year; business tax return 2018/19; income and expenses for 3 months; business license OR DBA certificate; W-2 paystubs or personal tax return,NA,713-845-2476,"https://asianchamber-hou.org/blog/2020/07/19/harris-county-small-business-recovery-fund-updated#:~:text=The%20Harris%20County%20Small%20Business,by%20the%20COVID%2D19%20pandemic.&text=Funded%20through%20the%20federal%20CARES,not%20have%20to%20be%20repaid.",,07/19/20,"$25,000",Lottery,,,,,,,,,,,http://baytownedf.org/sba,https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,Funded by CARES Act; Funds will be disbursed in 2 installments: 75% upon approcal and 25% after show proof                        ,,,,,,,
916,483246,LONGVIEW,51,TX,48,649193,0,302365,0,951558,2018,0.9361559219,0.01398333019,1,0,CITY,1,11/23/20,Open ended,0,12,8,1,0,5,1,1,0,0,1,1,1,0,2,"Proof of employer ID #; DUNS number; federal tax returns, 2019 income statement, 2020 earnings statement, current payroll, pre-COVID payroll; Job Retention Table; <= 50 employees; physical location; proof of COVID losses; creation/retention of LMI jobs; good standing; business type restriction",NA,https://www.longviewtexas.gov/FormCenter/Contact-Us-5/Community-Development-CARES-Forgivable-L-130,https://www.longviewtexas.gov/4038/Small-Business-Grant-SBG,,2/18/21,0-30000,Points system,,,,,,,,,,,M,Checklist - Google Docs,"CDBG funded, forgivable loans, clear and concise doc checklist, priority for ""most vulnerable business owners and organizations"" (unclear if that means SES/race/gender or current financial situation)",,,,,No info,,
393,150144,HONOLULU,51,HI,15,8035248,648992,3141694,567630,12393564,2018,4.138428715,0.1361909009,2,Reimbursement,CITY,M,12/02/20,12/09/20,0,9,6,1,0,3,2,0,0,1,1,1,0,1,1,physical location; number of employees; compliance certificate; 2019 business tax return; W-9; copies of receipts of reimbursement; annual revenus less than $5 million; operate before 03/20/20,NA,M,https://www.oneoahu.org/small-business,,11/30/20,"$20,000",M,,,,,,,,,,,https://invest.hawaii.gov/business/covid-19-hawaii-business-resource-page/,M,Unclear about the funding sources; missing list of required documents ,,,,,,,
44,63258,SAN JOSE,51,CA,6,8927311,737828,3550726,1131945,14347810,2018,4.844492323,0.04711001819,1,0,STATE,0,11/20/20,Open ended,0,7,5,0,1,4,1,1,0,1,1,1,0,0,0,<= 50 FTEs prior to 3/20; <$2.5mil revenue 2019; proof of COVID financial losses; at least 1mo of 30% pre-COVID revenue similar to 2019; positive net income 2019; operating since 6/30/19; located in CA,NA,M,https://www.connect2capital.com/p/californiarebuildingfund/business-requirements/,,2/18/21,0-100000,Points system,,,,,,,,,,,https://www.connect2capital.com/p/californiarebuildingfund/california-rebuilding-fund-resources/,Checklist - Google Docs,"Administered by 3rd party, mix of public and private funding, unable to access actual application, have to go through pre-application process, state program",,,,,No info,,
1020,531392,SEATTLE,51,WA,53,9488150,796553,3298415,2302251,15885369,2018,1.508590886,0.03086456237,4,1,CITY,1,11/09/20,11/30/20,0,12,,1,1,M,M,0,0,0,1,1,0,0,0,physical location; business license; <=25 employees; operate before 11/09/10; annual revenue not greater than $2 million,0,206-684-8090,https://www.seattle.gov/office-of-economic-development/small-business/small-business-programs/stabilization-fund,,02/14/20,"$10,000",Lottery,,,,,,,,,,,http://www.seattle.gov/office-of-economic-development/covid-19/businesses,M,Missing full list of required documents; ,469,,,,,,
1215,274164,ST PAUL,51,MN,27,6822334,566521,1938350,0,9327205,2018,0.6589472638,0.0165900202,1,1,CITY,0,M,4/19/20,0,5,4,1,1,2,0,1,0,1,0,0,0,0,1,"Physical location; operating at least 3mo; <$2mil annual revenue; proof of COVID financial losses; photo of business location; annual revenue documentation, W9; proof of ownership (lease/mortgage)",NA,(651) 266-6565,https://web.archive.org/web/20200409032710/https://www.stpaul.gov/departments/planning-economic-development/saint-paul-bridge-fund,,4/9/20,7500,Points system,,,,,,,,,,,M,Checklist - Google Docs,"Mix of public/private funding, very few requirements and eligibility criteria",380,7500,,,https://www.stpaul.gov/departments/planning-economic-development/saint-paul-bridge-fund,,
1039,540930,MORGANTOWN,51,WV,54,412169,0,0,0,412169,2018,1.220869161,0.003032488897,1,1,STATE,0,M,M,0,6,M,1,1,M,M,1,1,1,1,1,1,0,0,physical location; <= 36 employees; operate before 03/01/20 and keeping open for the next two months; goos standing; no criminal history,NA,vendoradmin@wv.gov,https://grants.wv.gov/en/flexible-page?pageId=1429,,01/07/21,"$5,000",M,,,,,,,,,,,http://www.morgantownwv.gov/557/COVID-19-Coronavirus-Response,,Missing full list of required documents; ,,,,,,,
475,220126,BATON ROUGE,51,LA,22,3145425,256333,1457679,2577040,7436477,2018,5.036548457,0.08348429514,1,1,COUNTY,1,M,M,0,9,9,0,1,6,0,1,0,0,1,1,1,0,1,"Federal EIN; proof of owner's LA residency; good standing; business size and type; 25%+ revenue loss due to COVID; operating full year of 2019 at least; <$250k revenue 2019; 51% owned by LMI individual; SAM registration; 2019 federal tax return, 2020 YTD payroll, 2019 monthly income, 2020 YTD monthly income, W9",NA,restartebr@urbanleaguela.org,https://urbanleaguela.org/restartebr/,,2/17/21,2500,M,,,,,,,,,,,https://urbanleaguela.org/restartebr/,Checklist - Google Docs,"CDBG funded, distinction between micro-enterprises and small businesses, administered by 3rd party, very clear and easy to use",,,,,No info,,
1095,175526,PEORIA,51,IL,17,1715087,139601,715855,0,2570543,2018,1.679150972,0.01400339222,1,1,CITY,0,08/19/20,09/04/20,M,7,5,1,1,1,3,1,0,1,1,1,1,0,1,physical location; <= 25 employees;  not receive other funds; decline 25% of revenue; business license; good standing,NA,PeoriaRelief@azfoundation.org,https://www.peoriaaz.gov/business/small-business-relief-program,,09/04/20,"Up to $20,000",Rolling basis,,,,,,,,,,,https://www.peoriaaz.gov/residents/covid-19-information,https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,NA,,,,,,,
476,220192,BOSSIER CITY,51,LA,22,494300,0,0,0,494300,2018,1.702675677,0.0143930263,1,1,STATE,0,7/28/20,9/29/20,M,9,3,1,1,1,1,1,0,0,0,1,0,,1,Physical presence; 50%+ owned by LA resident; < 50 employees; not involved in political activity; active business operations (no investment firms); suffered businesss interruption,NA,225-342-0010,https://web.archive.org/web/20200702020857/https://www.treasury.la.gov/main-street,,7/2/20,0-15000,,,,,,,,,,,,,,"State level program, criteria were relaxed in Sept 2020, funded by state, hard to find criteria and doc requirements",,,,,,,
805,471368,NASHVILLE-DAVIDSON,51,TN,47,5095429,417516,2581408,1216011,9310364,2018,2.068005112,0.1364466947,1,1,COUNTY,0,09/04/20,M,M,8,7,1,1,3,4,1,0,1,1,1,0,1,0,physical location; 2019 business tax return; leasing; 2019 annual gross receipts; expense workbook; W-9; ban records,NA,cares@pathwaylending.org,https://www.pathwaylending.org/wp-content/uploads/METRO-CARES-Application-Guide-2020.10.13.pdf,,10/20,"Up to $10,000","first-come, first-serve basis",,,,,,,,,,,https://www.nashvilleresponsefund.com/small-businesses,M,"Funded by CARES Act; Microbusinesses with annual gross receipts of $35,000 to $250,000 may receive a grant not to exceed $5,000. Also have a Live music Venue Grants",,,,,,,
59,60324,BERKELEY,51,CA,6,2679928,219480,793509,0,3692917,2018,0.4057577268,0.002820216258,1,1,CITY,0,M,4/6/20,1,4,4,0,0,1,2,1,0,1,0,1,0,0,0,Business license; operating since 3/1/20; 1-50 employees; intended use; demonstrate 25%+ revenue reduction due to COVID; vendor form,NA,oedmailbox@cityofberkeley.info,https://web.archive.org/web/20200602072533/https://www.cityofberkeley.info/covid19-business-grants/,,6/2/20,0-10000,M,,,,,,,,,,,M,M,"Unable to access actual application, city funded, only minimal criteria listed, states ""application designed to take only 1 hour to complete, city conducted at least 2 rounds",,,,,No info,,
726,366612,UTICA,51,NY,36,2447259,197502,694059,0,3338820,2018,0.4709791363,0.004872193018,1,1,CITY,0,M,M,0,4,3,0,0,M,1,M,M,M,1,1,M,M,1,<= 25 employees; employment record; employment questionnaire,NA,jspaeth@cityofutica.com,http://www.cityofutica.com/departments/urban-and-economic-development/business/covid-19-stimulus-funding-program/index,,08/13,"Up to $10,000",M,,,,,,,,,,,http://www.cityofutica.com/departments/urban-and-economic-development/business/index,M,"Unclear about the funding sources; missing required documents; was loan program, if meet the special criteria can change to grants ",,,,,,,
1222,261848,EAST LANSING,51,MI,26,465550,0,0,0,465550,2018,0.6219148906,0.003845426721,1,1,CITY,1,M,M,0,2,2,1,0,1,1,0,0,1,0,1,1,0,0,Employee retention worksheet; 4 weeks of payroll; physical location; SS#/EIN/DUNS; no bankruptcy; good standing,NA,grants@cityofeastlansing.com,https://www.cityofeastlansing.com/320/Community-Development-Block-Grant-Progra,,2/18/21,0-10000,M,,,,,,,,,,,M,Checklist - Google Docs,"CDBG funded, clear and short application, labeled small business grant but no indication of limit on # of employees or annual revenue, also only valid for reimbursements",,,,,No info,,
374,210696,ELIZABETHTOWN,51,KY,21,188433,0,0,0,188433,2018,1.193059144,0.007460446677,1,1,COUNTY,0,10/21/20,12/18/20,0,12,5,1,1,2,2,1,1,1,1,1,1,1,1,Physical location; <= 50 employees; 25% loss pf revenus due to COVID; business insurance; tax returns; P&L statements; have lees than $1million annual revenue; ,NA,M,https://hardincountyoh.org/assets/files/small%20business%20grant%20agreement.pdf,,11/01/20,"$5,000","first-come, first-serve basis",,,,,,,,,,,M,,Funded by CARES Act; only 20 position available,,,,,,,
773,470336,CHATTANOOGA,51,TN,47,1691055,140831,893257,0,2725143,2018,2.784856184,0.03762474134,1,0,CITY,0,M,6/30/20,M,11,9,1,1,1,1,1,1,1,0,1,1,0,0,1-50 employees as of 2/1/20; physical location; operating at least 1yr; no franchises or national/regional brands; demonstrated operations interruption from COVID; business license; intended use write up; loan docs for development district; no litigation; good standing,NA,kdnarramore@chattanooga.gov,http://empowerchatt.com/covid19/stabilizationfund/covid-19-small-business-bridge-loan-program/,,2/17/21,0-25000,M,,,,,,,,,,,M,Checklist - Google Docs,"City funded loan, unable to access actual application, possibly administered by 3rd party program",,,,,No info,,
88,60846,COSTA MESA,51,CA,6,1094451,0,505233,0,1599684,2018,0.3959357701,0.003932249142,1,1,CITY,0,M,M,0,8,2+,1,0,M,1,0,0,0,0,1,1,0,1,physical location; <=20 employees; business lincense; good standing; ,NA,M,http://ftp.costamesaca.gov/costamesaca/council/agenda/2020/2020-06-16/NB-2-Presentation.pdf,,06/16/20,"Up to $15,000",Lottery,,,,,,,,,,,http://www.costamesachamber.com/business-employee-next-steps#financialassistance,M,Funded by CARES Act; unclear about the required documents,,,,,,,
642,364448,NIAGARA FALLS,51,NY,36,2348583,196629,484840,0,3030052,2018,0.4520632655,0.0040452777,1,0,STATE,0,M,M,1,8,7,1,1,5,2,1,1,1,1,1,1,0,0,Proof no receipt of PPP/SBA funds; standard financial docs; proof of COVID related financial loss; physical presence in NY and open for 1yr min; business size and type restrictions; <$5mil annual gross revenue,NA,nys-mohawkval@esd.ny.gov,https://www.connect2capital.com/partners/new-york-forward-loan-fund/business-requirements/,,1/28/21,0-100000,M,,,,,,,,,,,https://esd.ny.gov/nyforwardloans-info#organizations-available-to-assist,Checklist - Google Docs,"Simple application, documentation collected through direct contact by provider employees, state program, no city program, non-forgivable loan",,,,,No info,,
758,391104,CLEVELAND,51,OH,39,21175297,1739682,4861218,1241586,29017783,2018,1.642161928,0.02181115955,2,1,COUNTY,0,05/08/20,05/15/20,0,12,7,1,1,4,2,1,0,1,1,1,0,0,1,physical location; <=25 employyes; at least 25%of employees are Cuyahoga county residents; operate before 05/08/19; lose 50%of revenue since 03/17/20; ,0,helpforbusiness@ecdi.org,https://web.archive.org/web/20200701163114/https://cuyahogacounty.us/development/businesses/small-business-stabilization-fund,,07/01,"$2,500 - $5,000",M,,,,,,,,,,,https://makeitincleveland.org/covid-19,M,Funded by Cleveland Foundation; Economic & Community Development Institute (ECDI); JumpStart in partnership with the KeyBank Foundation; Greater Cleveland Partnership/Business Growth Collaborative; Urban League; Village Capital Corporation; National Development Council,,,,,,,
181,62976,REDWOOD CITY,51,CA,6,715572,0,321488,0,1037060,2018,0.7679918911,0.005724458782,1,1,COUNTY,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,NA,M,https://www.smcstrong.org/past-grant-opportunities,,2/17/21,M,M,,,,,,,,,,,M,M,"Unable to access application and no criteria are listed publicly, no cached versions of page have info either",,,,,No info,,
143,61566,HANFORD,51,CA,6,599519,0,0,0,599519,2018,0.8124312005,0.00443132517,1,1,COUNTY,0,08/17/20,12/31/20,0,,4,1,1,2,1,0,0,0,1,1,0,0,1,physical location; W-9; business license; P&L statements; operate before 03/15/20; <=25 employees; ,NA,559-852-4976,https://www.countyofkings.com/home/showpublisheddocument?id=24041,,08/04/20,"Up to $20,000","first-come, first-serve basis",,,,,,,,,,,https://www.sba.gov/about-sba/sba-newsroom/press-releases-media-advisories/city-hanford-selected-us-small-business-administration-hubzone-training,https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,Funded by CARES Act,,,,,,,
343,181158,GOSHEN,51,IN,18,287265,0,0,0,287265,2018,0.8320934479,0.004897707069,1,1,STATE,0,06/03/20,01/22/21,M,10,10,1,1,7,M,0,0,0,0,1,1,0,3,"1. Monthly Profit and Loss Statement for 2020
2. 2019 Federal Tax Returns (or Federal Form 1040 with all Schedules if sole proprietorship or home-based business)
3. Copy of driver's license or valid ID
4. Copy of mortgage, rental, or lease agreement(s)
5. Mortgage, rental, or lease payments for real or personal property
6. Copy of utility bills; or billing statements
7. Receipt for safety improvements/PPE
8. Proof of payroll expenses for wages paid to W2 employees only
9. Proof of insurance premium payment and Certificate of Insurance (COI)
10. Proof of Restaurant Delivery Software Expense",NA,888-472-3244,https://backontrack.in.gov/2377.htm,,01/16/21,10000-50000,Points system,,,,,,,,,,,M,Checklist - Google Docs,"Funded by CARES Act; $30 million approved by the state and an additional $1 million allocated by the city of Indianapolis for small businesses located in Marion County; Of the state’s $30 million, at least $5 million is reserved for certified minority- and women-owned businesses",209,,,,"No info about recipients available, only grant amount and names (unable to get raw data so also unable to calculate average grant size",,
521,265934,TAYLOR,51,MI,26,481628,0,0,0,481628,2018,0.3277801119,0.006675133534,2,1,COUNTY,0,06/29/20,07/11/20,0,6,3,1,0,3,1,1,0,0,0,1,1,0,1,physical location; <= 50 employees; existence for over 1yr; goos standing; profitable Pre-COVID; financials styatements; W-9,NA,waynesmallbiz@gmail.com,https://www.waynecounty.com/backtowork/small-business-grant-program.aspx,,10/29/20,"Up to $20,000","first-come, first-serve basis",,,,,,,,,,,https://www.patronicity.com/milocalbiz,,Funded by CARES Act; have two roundbut within the same period,,,,,,,
526,272922,MANKATO CITY,51,MN,27,387350,0,0,0,387350,2018,1.363602128,0.006013960548,1,0,CITY,M,M,M,M,4,4,0,0,2,1,1,0,1,0,1,0,0,0,<= 50 employees; revenue loss of 50%+; non-critical sector businesses; intended use,NA,thiggs@mankatomn.gov,https://www.mankatomn.gov/home/showpublisheddocument?id=8559,,2/17/21,0-5000,M,,,,,,,,,,,M,M,"Only able to locate application PDF, no checklist but easy to use application",,,,,No info,,
958,491014,PROVO,51,UT,49,1229028,0,1515425,0,2744453,2018,1.089399323,0.01186259546,1,1,COUNTY,0,08/03/20,08/10/20,M,9,5,1,0,2,1,1,0,0,0,1,0,1,2,"physical location; <=100 employees; operate before 01/01/20; loss at least $5,000 or 15% of revenue between 03/16-06/30/20; 2019 Business Federal Tax Returns;  1st and 2nd Quarters of 2020 Profit and Loss Statement; Copy of Driver’s Licenses of all owners; Copy of Business License",NA,grants@mountainland.org,https://saratogaspringscity.com/DocumentCenter/View/6491/Guidelines-Utah-County-Small-Business-Grant-?bidId=,,11/03/20,"Up to $20,000",Points system,,,,,,,,,,,https://www.provo.org/departments/economic-development/business-resources-for-covid-19,https://docs.google.com/document/d/17YDlC0KNQ4SyowOxIm9PuYNBshnWUz1kzw_9qQT5z6Y/edit,Funded by CARES Act,,,,,,,
1040,541038,PARKERSBURG,51,WV,54,847944,0,347641,0,1195585,2018,0.9263502749,0.003340675283,1,1,CITY,1,M,M,0,8,6,1,1,5,1,1,0,0,0,1,1,0,0,"Physical location; operating since 3/1/19; good standing; LMI owner and/or 51% LMI workers; <= 25 FTEs; list of current assets/liabilities, revenues/expenses 2019 and 2020, payroll 2019 and 2020; list of financial assistance from other sources",NA,ana.ambrose@movrc.org,https://static1.squarespace.com/static/5cc9b83077b90358235df9b6/t/5f6deb4edfe79f297d243d68/1601039183014/SBRF+Program+Guidelines_Final.pdf,,2/17/21,0-17500,M,,,,,,,,,,,https://www.movrc.org/,Checklist - Google Docs,"Administered by 3rd party, CDBG funded",,,,,No info,,
279,90810,NORWALK,51,CT,9,864585,0,0,0,864585,2018,0.8842682335,0.006453927653,1,1,CITY,0,M,ended,1,4,3,1,1,2,1,1,0,0,0,1,0,0,0,physical location; <=25 employees; negatively impact by COVID,NA,schurch@norwalkct.org,https://www.norwalkct.org/DocumentCenter/View/21358/COVID19-SBAP-Grant-Guidelines,,01/08/21,"$5,000",Lottery,,,,,,,,,,,https://www.norwalkct.org/1929/COVID-19-Business-Resources,M,"Funded by City of Norwalk, total recipicent is 30",30,,,,,,
1100,266252,WARREN,51,MI,26,1052890,0,519163,683903,2255956,2018,0.5010927928,0.009772787356,1,1,CITY,1,9/1/20,9/30/20,0,12,7,0,1,4,1,1,0,1,1,1,1,0,0,W9; utility statement; addendum; SAM registration; 4wks payroll; most recent P/L or schedule C; <= 5 employees; LMI owner; operating at least 12mo; DUNS #; good standing; no bankruptcy; conflict of interest statement; proof of COVID related financial losses; business type,NA,microgrant@cityofwarren.org,https://www.cityofwarren.org/covid-19-resources-information/,,2/19/21,0-10000,Points system,,,,,,,,,,,M,Checklist - Google Docs,Simple and clear checklist,,,,,No info,,
