StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prol_id,jw_scale_1,jw_scale_2,jw_scale_3,jw_scale_4,jw_scale_5,jw_scale_6,jw_scale_7,jw_scale_8,raceeth,Q35,Q34,w_rankfair_1,w_rankfair_2,w_rankfair_3,m_rankfair_1,m_rankfair_2,m_rankfair_3,pf_fr_1,pf_fr_2,pf_time,pl_fr_1,pl_fr_2,pl_time,lp_fr_1,lp_fr_2,lp_time,lf_fr_1,lf_fr_2,lf_time,fl_fr_1,fl_fr_2,fl_time,fp_fr_1,fp_fr_2,fp_time,legup_w,legupimp_w,legupnimp_w,m_outcomes,Q38,Q37,Q45,Cond,Create New Field or Choose From Dropdown...,first_choice
2020-12-28 09:59:52,2020-12-28 10:08:02,IP Address,99.123.54.144,100,490,True,2020-12-28 10:08:03,R_4OfxMDsLcKbPlu1,,,,,33.8231048583984375,-84.32579803466796875,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,I have read this information and I agree to take part in this study.,5eaa5d8b040c211e56dc98c0,4,Strong agreement = 6,5,4,5,Strong agreement = 6,4,2,Black or African American,Democrat,Moderate,3,1,2,,,,,,,,,,,,,,,,,,,I always felt like that was a bit fair for people seriously trying to run a business. People would apply for it fast.,"A point system might be fair than waiting for a chance to win a lottery. Also think that lotteries are a waste of time but it is no harm in trying it. "," Only use first-come first-served if it gets money to businesses as quickly as a points system ",Yes they should receive an advantage,Somewhat important,,,21229,"The researcher probably wanted me to say one method was the most fair, but I don't know which method that was.",,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>First-come, first-served: </strong>The government gives the money to the first 500 businesses that apply.</span></span></span>"
2020-12-28 10:00:50,2020-12-28 10:08:03,IP Address,174.246.20.13,100,433,True,2020-12-28 10:08:03,R_1IBpLF8QyI3YMVr,,,,,47.6858978271484375,-122.29940032958984375,anonymous,EN,1,I have read this information and I agree to take part in this study.,5d4cdd05421a460018d005e0,4,4,4,3,3,Strong agreement = 6,3,3,White,Republican,Conservative,2,1,3,,,,,,,,,,,,,,,,"I really don't think that is the most fair way to do it in my opinion, but I felt it was the most fair out of the options that were given. I would actually choose the points based system if it did not give extra points for being a woman-owned business.",I think it's the second most fair out of the options given. It's definitely more fair than giving special treatment based on gender.," Only use first-come first-served if it gets money to businesses as quickly as a lottery ",,,,No they should not receive an advantage,,Very important,,97862,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>First-come, first-served: </strong>The government gives the money to the first 500 businesses that apply.</span></span></span>"
2020-12-28 09:58:34,2020-12-28 10:08:07,IP Address,74.98.1.234,100,573,True,2020-12-28 10:08:07,R_3OqzVZYRweyFCoa,,,,,40.8885040283203125,-78.2227020263671875,anonymous,EN,1,I have read this information and I agree to take part in this study.,5ee4b29de1640f1bc85da97b,4,4,5,3,4,Strong agreement = 6,4,3,White,Republican,Conservative,1,2,3,,,,,,,,,,,,,"first served can be cheated by advance notice being given to some businesses so they can apply faster

points system is essentially discrimination ",The points system is tantamount to discrimination,Use a lottery even if it takes 2 weeks longer to get money to businesses than first-come first-served,,,,,,,No they should not receive an advantage,,Very important,,16830,The researcher might have wanted me to say points was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Lottery:</strong> The government randomly selects 500 of the eligible businesses that applied to get the money.</span></span></span>"
2020-12-28 10:04:21,2020-12-28 10:08:10,IP Address,99.151.48.221,100,228,True,2020-12-28 10:08:10,R_2Siu3fufqCcSu7Z,,,,,25.606201171875,-80.3451995849609375,anonymous,EN,1,I have read this information and I agree to take part in this study.,5dcc32a178cda08be0bf29f8,2,5,5,4,3,Strong agreement = 6,3,3,White,Democrat,Conservative,2,3,1,,,,,,,Because it is based on a concrete system that can be measured,first come first served only applies to the people who can afford to file first.,Use a points system even if it takes 2 weeks longer to get money to businesses than a lottery,,,,,,,,,,,,,Yes they should receive an advantage,Somewhat important,,,33190,"The researcher probably wanted me to say one method was the most fair, but I don't know which method that was.",,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 09:57:45,2020-12-28 10:08:18,IP Address,172.58.29.225,100,633,True,2020-12-28 10:08:19,R_1QnPuuNKQlpqj54,,,,,34.2277984619140625,-118.4420013427734375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,I have read this information and I agree to take part in this study.,5dd32014b51b3e33ec0d07cc,3,3,5,5,5,Strong agreement = 6,3,4,"Hispanic, Latino, or Spanish",Independent,Conservative,,,,3,1,2,,,,,,,,,,,,,,,,"It places everyone on an equal playing field ","Other than checking  the race of the business owner, this is the best option ",Use first-come first-served even if it takes 2 weeks longer to get money to businesses than a points system,,,,"Not very weak some minorities might not be as informed as white people regarding options available ",91977,I don't think the researcher cared which method I said was the most fair.,"None ",Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>First-come, first-served: </strong>The government gives the money to the first 500 businesses that apply.</span></span></span>"
2020-12-28 10:01:20,2020-12-28 10:08:21,IP Address,24.129.55.218,100,421,True,2020-12-28 10:08:21,R_1IpgX0DoGT1hjnR,,,,,30.4499969482421875,-81.6623992919921875,anonymous,EN,1,I have read this information and I agree to take part in this study.,5d33eba92fd5a40016e58abb,3,4,3,2,2,Strong agreement = 6,2,4,Black or African American,Democrat,Moderate,3,2,1,,,,In some cases businesses that really need it may not be aware of the first come first serve and might apply for it later and miss it so in all fairness I think a point system would be great,I can’t exactly say I would say it’s more so of a tie,Use a points system even if it takes 2 weeks longer to get money to businesses than first-come first-served,,,,,,,,,,,,,,,,Yes they should receive an advantage,Somewhat important,,,32226,The researcher might have wanted me to say first-come first-served was the most fair.,,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:02:58,2020-12-28 10:08:21,IP Address,173.218.212.61,100,323,True,2020-12-28 10:08:22,R_1gIRKQtIu8IFpaN,,,,,39.264007568359375,-81.533203125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5e500ab1ec45d305b6b82d9f,2,3,4,3,3,Strong agreement = 6,3,3,White,Democrat,Liberal,3,2,1,,,,"I think it's fairer to give the money to the businesses that need the most help, which it seems like the points system would do.","The lottery would be totally random, which doesn't seem fair to me.",Use a points system even if it takes 1 month longer to get money to businesses than first-come first-served,,,,,,,,,,,,,,,,I'm not sure if they should receive an advantage,,,,26101,The researcher might have wanted me to say first-come first-served was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:02:04,2020-12-28 10:08:22,IP Address,73.71.161.76,100,377,True,2020-12-28 10:08:22,R_sRO7NuvRhrRUbXb,,,,,38.325897216796875,-122.704803466796875,anonymous,EN,1,I have read this information and I agree to take part in this study.,5df97cf6deea2b70989b6528,4,4,4,2,4,Strong agreement = 6,4,4,White,Democrat,Liberal,,,,1,2,3,,,,,,,,,,"I think lottery doesn't give anyone a fair or unfair advantage. It puts all businesses on a level playing field, and the money distribution is by chance, so fair to all. ","If looking logically at the word ""fair"", then that means that any one of the businesses have an equal chance of success as the others in winning the grant money. If you take into account a points system, this might be ""good"", but it's not necessarily objectively fair. ",Use a lottery even if it takes 1 month longer to get money to businesses than first-come first-served,,,,,,,,,,"I think minority owned businesses would do equally well as all other businesses because they would not be put at a disadvantage. ",94931,I don't think the researcher cared which method I said was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Lottery:</strong> The government randomly selects 500 of the eligible businesses that applied to get the money.</span></span></span>"
2020-12-28 10:05:43,2020-12-28 10:08:27,IP Address,99.140.254.197,100,164,True,2020-12-28 10:08:28,R_RQXnlkAACFre4A9,,,,,32.72259521484375,-97.07849884033203125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5cbf40e256e0b40017a60d2f,3,4,3,3,4,Strong agreement = 6,4,2,White,Democrat,Liberal,,,,2,3,1,,,,It distributes the money more equitably.,First come first served will be abused.,Use a points system even if it takes 2 weeks longer to get money to businesses than a lottery,,,,,,,,,,,,,,,,They would probably get more money than other methods.,76013,I don't think the researcher cared which method I said was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 09:56:49,2020-12-28 10:08:40,IP Address,67.168.65.246,100,711,True,2020-12-28 10:08:40,R_2Crk8N0XaZmU4PI,,,,,48.3108062744140625,-122.6322021484375,anonymous,EN,1,I have read this information and I agree to take part in this study.,5fe0555515b59b8f153e80ea,3,3,Strong agreement = 6,Strong agreement = 6,3,Strong agreement = 6,3,3,American Indian or Alaska Native,No preference,Not Sure,1,3,2,,,,,,,,,,If it's random it more fair,Points are status marks showing you've earned something,Use a lottery even if it takes 2 weeks longer to get money to businesses than a points system,,,,,,,,,,I'm not sure if they should receive an advantage,,,,98277,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Lottery:</strong> The government randomly selects 500 of the eligible businesses that applied to get the money.</span></span></span>"
2020-12-28 10:01:55,2020-12-28 10:08:41,IP Address,50.89.142.23,100,406,True,2020-12-28 10:08:42,R_2w0reYChsBZWs2k,,,,,28.3773956298828125,-81.1887969970703125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5e842a0eb85d4718ea8a6256,2,2,2,4,2,Strong agreement = 6,5,4,White,Republican,Very Conservative,2,3,1,,,,,,,It's needs based instead of random choice.,"It doesn't depend on the business's rapid request of application. ",Use a points system even if it takes 1 month longer to get money to businesses than a lottery,,,,,,,,,,,,,I'm not sure if they should receive an advantage,,,,32832,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:04:52,2020-12-28 10:08:42,IP Address,107.77.198.127,100,229,True,2020-12-28 10:08:42,R_NUvA1cK7a37LeM1,,,,,32.9720001220703125,-96.7913970947265625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,I have read this information and I agree to take part in this study.,5e9df5613feed4185ba408d2,2,4,3,Strong disagreement = 1,4,Strong agreement = 6,2,Strong disagreement = 1,White,Democrat,Liberal,3,2,1,,,,"It accounts for other conditions that affect a business success. There is actual thought behind it and not just arbitrarily choosing. ","Lottery is complete chance and could help businesses that are not struggling as much as others. ",Use a points system even if it takes 1 month longer to get money to businesses than first-come first-served,,,,,,,,,,,,,,,,Yes they should receive an advantage,Very important,,,70816,The researcher might have wanted me to say points was the most fair.,,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:02:25,2020-12-28 10:08:47,IP Address,67.186.39.138,100,382,True,2020-12-28 10:08:48,R_2RaX2UReLZ1nqKT,,,,,40.520904541015625,-80.040496826171875,anonymous,EN,1,I have read this information and I agree to take part in this study.,5fca6b781276006896b3815f,5,Strong agreement = 6,5,2,4,Strong agreement = 6,5,4,White,Independent,Moderate,1,3,2,,,,,,,,,,Because I believe every business has the same fair chance of getting the government help with a lottery system.,"Not every business would have the same ability to apply as soon as the application is available, so I would rank the points-based system ""slightly"" higher.",Use a lottery even if it takes 1 month longer to get money to businesses than a points system,,,,,,,,,,No they should not receive an advantage,,Somewhat important,,15237,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Lottery:</strong> The government randomly selects 500 of the eligible businesses that applied to get the money.</span></span></span>"
2020-12-28 09:59:36,2020-12-28 10:08:56,IP Address,74.95.150.145,100,560,True,2020-12-28 10:08:57,R_yqC58em48SyXZVD,,,,,29.7805023193359375,-95.51290130615234375,anonymous,EN,1,I have read this information and I agree to take part in this study.,5f83ab775b8c69544d359d95,5,5,5,2,3,Strong agreement = 6,4,5,"Hispanic, Latino, or Spanish",Independent,Conservative,2,1,3,,,,,,,,,,,,,,,,"The lottery could grant loans for business that don't need it. The points system is easily the most biased. ","The points system could be the most effective but it is too easily compromised. Winners and losers are then chosen but based skin color, gender, etc... If the point system used actual data: employees employed who pay taxes. Which businesses contribute the most to the local economy, the the point system would be the most fair.",Use first-come first-served even if takes 2 months longer to get money to businesses than a lottery,,,,No they should not receive an advantage,,Very important,,77598,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>First-come, first-served: </strong>The government gives the money to the first 500 businesses that apply.</span></span></span>"
2020-12-28 10:00:18,2020-12-28 10:08:57,IP Address,72.192.93.61,100,519,True,2020-12-28 10:08:57,R_21jGYPQMheWXQVA,,,,,36.0431976318359375,-95.80719757080078125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5d5162f1b50a1000169da137,3,3,3,2,3,Strong agreement = 6,3,2,White,Republican,Conservative,2,1,3,,,,,,,,,,,,,,,,Businesses that are more motivated to apply quickly for aid that is available to remain in business and pay their employees are more likely to be successful and use the aid money wisely.,Rewarding victimhood incentivizes people to be victims.," Only use first-come first-served if it gets money to businesses as quickly as a lottery ",,,,No they should not receive an advantage,,Not important,,74012,"The researcher probably wanted me to say one method was the most fair, but I don't know which method that was.",,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>First-come, first-served: </strong>The government gives the money to the first 500 businesses that apply.</span></span></span>"
2020-12-28 09:59:47,2020-12-28 10:09:11,IP Address,76.180.62.135,100,563,True,2020-12-28 10:09:11,R_3LedqnmNaB0SzSJ,,,,,42.8860931396484375,-78.745697021484375,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,I have read this information and I agree to take part in this study.,5f316396c3799463aa8dc925,5,Strong agreement = 6,5,Strong disagreement = 1,Strong agreement = 6,Strong agreement = 6,4,5,White,Democrat,Liberal,,,,2,3,1,,,,It will help easily which one need the most,it will be fair based on luck.,Use a points system even if it takes 2 weeks longer to get money to businesses than a lottery,,,,,,,,,,,,,,,,They will support the government decision and maintain the system,32608,The researcher definitely wanted me to say first-come first-served was the most fair.,I was paying attention when you told me to mark 6 as an answer but i missed for the lines and there was no option to back.,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:01:36,2020-12-28 10:09:12,IP Address,71.210.99.59,100,456,True,2020-12-28 10:09:12,R_ZygRedRxsI67wjL,,,,,35.09869384765625,-77.10449981689453125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5fc56dbc2cd19d0b7c643d18,4,4,4,3,3,Strong agreement = 6,4,4,White,Republican,Conservative,1,2,3,,,,,,,,,,,,,It gives all businesses time to enter.,"I think the points system is the least fair because there is too much reliance on a just system put in place by just people, too much room for motives to direct how the funds are distributed.",Use a lottery even if it takes 1 month longer to get money to businesses than first-come first-served,,,,,,,No they should not receive an advantage,,Somewhat important,,28562,The researcher definitely wanted me to say lottery was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Lottery:</strong> The government randomly selects 500 of the eligible businesses that applied to get the money.</span></span></span>"
2020-12-28 10:04:30,2020-12-28 10:09:13,IP Address,67.79.179.130,100,282,True,2020-12-28 10:09:13,R_RqOTmHPNnUiIWzf,,,,,28.902496337890625,-81.2480010986328125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5be205ca016f560001112fd1,3,5,4,4,5,Strong agreement = 6,4,3,"Hispanic, Latino, or Spanish",Democrat,Very Liberal,2,3,1,,,,,,,It gives more to people who need it most,"It is random and everyone has an equal chance ",Use a points system even if takes 2 months longer to get money to businesses than a lottery,,,,,,,,,,,,,Yes they should receive an advantage,Very important,,,32738,I don't think the researcher cared which method I said was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 09:57:35,2020-12-28 10:09:15,IP Address,98.195.186.33,100,699,True,2020-12-28 10:09:15,R_24vXbfxf4Udh3K9,,,,,29.743896484375,-95.60669708251953125,anonymous,EN,1,I have read this information and I agree to take part in this study.,5ceff90683416100197cde83,Strong disagreement = 1,4,3,Strong disagreement = 1,3,Strong agreement = 6,3,2,Asian,Independent,Moderate,,,,2,3,1,,,,because it is the only one involving some kind of evaluation of the business and their loss. the others do not take into account any such factors.,because a lottery gives equal chances to everyone whereas a first come first served model will be skewed towards a majority population and people who are well informed /well connected.,Use a points system even if it takes 1 month longer to get money to businesses than a lottery,,,,,,,,,,,,,,,,a little well. the only thing that goes against minorities is the fact that more minority-owned small businesses are established later than white-owned businesses due to the fact that owners of minority-owned businesses tend to be immigrants. other than that I think minorities have a fair chance of getting funded in this system,77498,I don't think the researcher cared which method I said was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 09:50:13,2020-12-28 10:09:35,IP Address,172.8.20.207,100,1162,True,2020-12-28 10:09:35,R_rpfn6e9GKIG2keJ,,,,,34.889892578125,-82.4019012451171875,anonymous,EN,1,I have read this information and I agree to take part in this study.,5fba7b673d66c6a2f9194296,4,5,4,2,2,Strong agreement = 6,2,2,White,Republican,Liberal,,,,1,3,2,,,,,,,"I think the lottery is more fair as It removes biases from the point system and the advantages that other companies got from getting their applications in first.
","Because it takes into account business factors such as time functioning, that are not evidence in just getting the application in first. "," Only use a lottery if it gets money to businesses as quickly as a points system ",,,,,,,,,,,,,"50/50 chance of getting money, they would have the same chance as other businesses that are eligible.",29605,The researcher definitely wanted me to say points was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Lottery:</strong> The government randomly selects 500 of the eligible businesses that applied to get the money.</span></span></span>"
2020-12-28 10:02:53,2020-12-28 10:10:00,IP Address,97.84.194.186,100,426,True,2020-12-28 10:10:00,R_2wyvAIgHuVUCpei,,,,,43.4282073974609375,-83.97640228271484375,anonymous,EN,1,I have read this information and I agree to take part in this study.,5fd11009a38b0704c941a136,2,3,Strong disagreement = 1,Strong disagreement = 1,Strong disagreement = 1,Strong agreement = 6,Strong disagreement = 1,Strong disagreement = 1,White,Independent,Moderate,,,,2,1,3,,,,,,,,,,,,,"first come first served gives businesses the ability to take initiative  ",points is based on identity which makes it too political.," Only use first-come first-served if it gets money to businesses as quickly as a lottery ",,,,,,,"just as well as other businesses ",48602,The researcher might have wanted me to say points was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>First-come, first-served: </strong>The government gives the money to the first 500 businesses that apply.</span></span></span>"
2020-12-28 09:58:54,2020-12-28 10:10:02,IP Address,209.122.192.13,100,667,True,2020-12-28 10:10:03,R_3ktZ5lAmdI9rjzm,,,,,40.73590087890625,-73.9904022216796875,anonymous,EN,1,I have read this information and I agree to take part in this study.,5ee03ba87616b0383d515359,4,5,5,3,4,Strong agreement = 6,3,3,White,Republican,Conservative,,,,3,1,2,,,,,,,,,,,,,,,,This approach does not descriminate anyone and is absolutely fair approach to avoid any kind of favoritive,"the COVID help should not rely on luck "," Only use first-come first-served if it gets money to businesses as quickly as a points system ",,,,Using this method every business owner has equal chances for funding,10031,The researcher might have wanted me to say points was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>First-come, first-served: </strong>The government gives the money to the first 500 businesses that apply.</span></span></span>"
2020-12-28 10:01:22,2020-12-28 10:10:03,IP Address,104.58.227.60,100,521,True,2020-12-28 10:10:04,R_3iliKTdz4HH8nxU,,,,,31.1255950927734375,-93.1735992431640625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,I have read this information and I agree to take part in this study.,5bf408f7f35e0c000101693a,5,4,5,2,3,Strong agreement = 6,3,2,Black or African American,Independent,Moderate,,,,2,1,3,,,,,,,,,,,,,"That’s the most fair way, because people who really, really need help will be the first to apply.",Yes I do. Because who knows if they will cheat the points.,Use first-come first-served even if it takes 2 weeks longer to get money to businesses than a lottery,,,,,,,"Good question, I think they should do ok considering they didn’t get help the last go round.",71446,The researcher might have wanted me to say points was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>First-come, first-served: </strong>The government gives the money to the first 500 businesses that apply.</span></span></span>"
2020-12-28 10:02:29,2020-12-28 10:10:08,IP Address,208.126.51.247,100,459,True,2020-12-28 10:10:08,R_2V4k2lOdtsGqCjX,,,,,42.9528045654296875,-92.5298004150390625,anonymous,EN,1,I have read this information and I agree to take part in this study.,56721761980a3c0011277389,4,4,4,2,4,Strong agreement = 6,4,4,White,Republican,Very Conservative,3,2,1,,,,This will help the women owned businesses.,The businesses should have to put in some work in order to get funds.," Only use a points system if it gets money to businesses as quickly as first-come first-served ",,,,,,,,,,,,,,,,I'm not sure if they should receive an advantage,,,,50658,The researcher might have wanted me to say first-come first-served was the most fair.,,Wom,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by women. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 09:53:46,2020-12-28 10:10:14,IP Address,40.136.233.191,100,988,True,2020-12-28 10:10:15,R_1cZbfzrhRTjIbG2,,,,,37.3441009521484375,-85.349700927734375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,I have read this information and I agree to take part in this study.,546e3778fdf99b2bc7ebcff6,3,4,3,Strong disagreement = 1,Strong disagreement = 1,Strong agreement = 6,2,Strong disagreement = 1,White,Republican,Very Conservative,,,,3,1,2,,,,,,,,,,,,,,,,"I don't think it would be fair to use the other methods. ",I don't think it is right to use the minority system because I know a lot of white people who need help and also people who have been in business longer don't deserve it any more than the others.," Only use first-come first-served if it gets money to businesses as quickly as a points system ",,,,"I think they would do as well as white businesses. ",42021,The researcher might have wanted me to say points was the most fair.,"All I know is this country is in a mess. I feel sorry for all the businesses and individuals who are going through these troubles because of COVID-19. ",Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>First-come, first-served: </strong>The government gives the money to the first 500 businesses that apply.</span></span></span>"
2020-12-28 10:03:28,2020-12-28 10:10:15,IP Address,24.128.152.154,100,407,True,2020-12-28 10:10:15,R_1MXILkE1l0hOieK,,,,,41.905303955078125,-83.4759979248046875,anonymous,EN,1,I have read this information and I agree to take part in this study.,5f9be666cc0b6e2b72944636,2,3,2,2,2,Strong agreement = 6,3,3,White,Democrat,Liberal,,,,2,3,1,,,,"A points system gets the money to business that NEED it the most - not business that happened to apply first (which could be less based on need and more based on resources, such as lawyers or HR) or a lottery (which is random).",A lottery gives equal chances to everyone - I just think a first-come first-served model might give an unfair advantage to those that already have resources (or at least enough resources to know to apply quickly).,Use a points system even if it takes 2 weeks longer to get money to businesses than a lottery,,,,,,,,,,,,,,,,"I think they would do well since their minority status is part of the equation. I guess it would depend HOW much their minority status counted for in the point based system (compared to, for example, ""have been around for longer"").",48161,I don't think the researcher cared which method I said was the most fair.,,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
2020-12-28 10:01:30,2020-12-28 10:10:16,IP Address,68.100.138.85,100,526,True,2020-12-28 10:10:17,R_3D879mR0o6a0PXs,,,,,38.984100341796875,-77.3672027587890625,anonymous,EN,1,I have read this information and I agree to take part in this study.,5d1e5ece2e9ac30016b522c5,4,3,2,Strong agreement = 6,4,Strong agreement = 6,4,2,"White,Hispanic, Latino, or Spanish",Republican,Very Conservative,,,,2,1,3,,,,,,,,,,,,,They can register faster.,It would be very subjective.,Use first-come first-served even if it takes 1 month longer to get money to businesses than a lottery,,,,,,,They wouldn't do any worse or any better than anyone else.,10118,The researcher might have wanted me to say points was the most fair.,,No_info,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>First-come, first-served: </strong>The government gives the money to the first 500 businesses that apply.</span></span></span>"
2020-12-28 09:54:09,2020-12-28 10:10:17,IP Address,172.74.75.147,100,967,True,2020-12-28 10:10:17,R_10qpa3KGkI6LLvO,,,,,35.6576995849609375,-78.383697509765625,anonymous,EN,1,I have read this information and I agree to take part in this study.,5b2669ae0ec82d0001d20b40,4,4,5,3,4,Strong agreement = 6,5,4,Black or African American,Democrat,Moderate,,,,2,3,1,,,,I think the point system is the fairest because this way more need based circumstances is taken into account.,First come first served is just not fair. There is just too much of the chance that those that don't need it at all will prevail.,Use a points system even if it takes 2 weeks longer to get money to businesses than a lottery,,,,,,,,,,,,,,,,I feel if the point system is used then minority businesses would stand a fair chance.,27591,I don't think the researcher cared which method I said was the most fair.,,Min,,"<span style=""font-family:Arial,Helvetica,sans-serif;""><span style=""color:#000000;""><span style=""font-size:16px;""><strong>Points-based system</strong>: The government assigns more points to businesses that applied if they have more COVID-19 damage, have been around for longer, and if they are owned by minorities. The 500 businesses with the most points get funded.</span></span></span>"
